[Syscall Table from C:\Windows\System32\ntdll.dll]

---------------------------------------------------------------------------------
| Syscall Name                                          | Number | Number (hex) |
| NtUserConfirmResizeCommit                               | 5057   | 0x13C1       |
| NtUserConsoleControl                                    | 4300   | 0x10CC       |
| NtUserConvertMemHandle                                  | 4330   | 0x10EA       |
| NtUserCopyAcceleratorTable                              | 4135   | 0x1027       |
| NtUserCountClipboardFormats                             | 4347   | 0x10FB       |
| NtUserCreateAcceleratorTable                            | 4318   | 0x10DE       |
| NtUserCreateActivationObject                            | 5058   | 0x13C2       |
| NtUserCreateBaseWindow                                  | 5059   | 0x13C3       |
| NtUserCreateCaret                                       | 4141   | 0x102D       |
| NtUserCreateDCompositionHwndTarget                      | 5060   | 0x13C4       |
| NtUserCreateDesktopEx                                   | 5061   | 0x13C5       |
| NtUserCreateEmptyCursorObject                           | 5062   | 0x13C6       |
| NtUserCreateInputContext                                | 5063   | 0x13C7       |
| NtUserCreateLocalMemHandle                              | 4312   | 0x10D8       |
| NtUserCreateMenu                                        | 5064   | 0x13C8       |
| NtUserCreatePalmRejectionDelayZone                      | 5065   | 0x13C9       |
| NtUserCreatePopupMenu                                   | 5066   | 0x13CA       |
| NtUserCreateSystemThreads                               | 5067   | 0x13CB       |
| NtUserCreateWindowEx                                    | 4207   | 0x106F       |
| NtUserCreateWindowStation                               | 5068   | 0x13CC       |
| NtUserCsDdeUninitialize                                 | 5069   | 0x13CD       |
| NtUserCtxDisplayIOCtl                                   | 5070   | 0x13CE       |
| NtUserDWP_GetEnabledPopupOffset                         | 5071   | 0x13CF       |
| NtUserDdeInitialize                                     | 4345   | 0x10F9       |
| NtUserDefSetText                                        | 4215   | 0x1077       |
| NtUserDeferWindowDpiChanges                             | 5072   | 0x13D0       |
| NtUserDeferWindowPosAndBand                             | 5073   | 0x13D1       |
| NtUserDeferredDesktopRotation                           | 5074   | 0x13D2       |
| NtUserDelegateCapturePointers                           | 5075   | 0x13D3       |
| NtUserDelegateInput                                     | 5076   | 0x13D4       |
| NtUserDeleteMenu                                        | 4270   | 0x10AE       |
| NtUserDeregisterShellHookWindow                         | 5077   | 0x13D5       |
| NtUserDestroyAcceleratorTable                           | 4331   | 0x10EB       |
| NtUserDestroyActivationObject                           | 5078   | 0x13D6       |
| NtUserDestroyCaret                                      | 5079   | 0x13D7       |
| NtUserDestroyCursor                                     | 4244   | 0x1094       |
| NtUserDestroyDCompositionHwndTarget                     | 5080   | 0x13D8       |
| NtUserDestroyInputContext                               | 5081   | 0x13D9       |
| NtUserDestroyMenu                                       | 4298   | 0x10CA       |
| NtUserDestroyPalmRejectionDelayZone                     | 5082   | 0x13DA       |
| NtUserDestroyWindow                                     | 4245   | 0x1095       |
| NtUserDisableImmersiveOwner                             | 5083   | 0x13DB       |
| NtUserDisableProcessWindowFiltering                     | 5084   | 0x13DC       |
| NtUserDisableProcessWindowsGhosting                     | 5085   | 0x13DD       |
| NtUserDisableThreadIme                                  | 5086   | 0x13DE       |
| NtUserDiscardPointerFrameMessages                       | 5087   | 0x13DF       |
| NtUserDispatchMessage                                   | 4145   | 0x1031       |
| NtUserDisplayConfigGetDeviceInfo                        | 5088   | 0x13E0       |
| NtUserDisplayConfigSetDeviceInfo                        | 5089   | 0x13E1       |
| NtUserDoInitMessagePumpHook                             | 5090   | 0x13E2       |
| NtUserDoSoundConnect                                    | 5091   | 0x13E3       |
| NtUserDoSoundDisconnect                                 | 5092   | 0x13E4       |
| NtUserDoUninitMessagePumpHook                           | 5093   | 0x13E5       |
| NtUserDownlevelTouchpad                                 | 5094   | 0x13E6       |
| NtUserDragDetect                                        | 5095   | 0x13E7       |
| NtUserDragObject                                        | 5096   | 0x13E8       |
| NtUserDrainThreadCoreMessagingCompletions               | 5097   | 0x13E9       |
| NtUserDrawAnimatedRects                                 | 5098   | 0x13EA       |
| NtUserDrawCaption                                       | 5099   | 0x13EB       |
| NtUserDrawCaptionTemp                                   | 5100   | 0x13EC       |
| NtUserDrawIconEx                                        | 4186   | 0x105A       |
| NtUserDrawMenuBar                                       | 5101   | 0x13ED       |
| NtUserDrawMenuBarTemp                                   | 5102   | 0x13EE       |
| NtUserDwmGetRemoteSessionOcclusionEvent                 | 5103   | 0x13EF       |
| NtUserDwmGetRemoteSessionOcclusionState                 | 5104   | 0x13F0       |
| NtUserDwmKernelShutdown                                 | 5105   | 0x13F1       |
| NtUserDwmKernelStartup                                  | 5106   | 0x13F2       |
| NtUserDwmLockScreenUpdates                              | 5107   | 0x13F3       |
| NtUserDwmValidateWindow                                 | 5108   | 0x13F4       |
| NtUserEmptyClipboard                                    | 4325   | 0x10E5       |
| NtUserEnableChildWindowDpiMessage                       | 5109   | 0x13F5       |
| NtUserEnableIAMAccess                                   | 5110   | 0x13F6       |
| NtUserEnableMenuItem                                    | 4287   | 0x10BF       |
| NtUserEnableModernAppWindowKeyboardIntercept            | 5111   | 0x13F7       |
| NtUserEnableMouseInPointer                              | 5112   | 0x13F8       |
| NtUserEnableMouseInPointerForThread                     | 5113   | 0x13F9       |
| NtUserEnableMouseInPointerForWindow                     | 5114   | 0x13FA       |
| NtUserEnableMouseInputForCursorSuppression              | 5115   | 0x13FB       |
| NtUserEnableNonClientDpiScaling                         | 5116   | 0x13FC       |
| NtUserEnableResizeLayoutSynchronization                 | 5117   | 0x13FD       |
| NtUserEnableScrollBar                                   | 4265   | 0x10A9       |
| NtUserEnableSessionForMMCSS                             | 5118   | 0x13FE       |
| NtUserEnableShellWindowManagementBehavior               | 5119   | 0x13FF       |
| NtUserEnableSoftwareCursorForScreenCapture              | 5120   | 0x1400       |
| NtUserEnableTouchPad                                    | 5121   | 0x1401       |
| NtUserEnableWindow                                      | 5122   | 0x1402       |
| NtUserEnableWindowGDIScaledDpiMessage                   | 5123   | 0x1403       |
| NtUserEnableWindowResizeOptimization                    | 5124   | 0x1404       |
| NtUserEndDeferWindowPosEx                               | 4131   | 0x1023       |
| NtUserEndMenu                                           | 5125   | 0x1405       |
| NtUserEndPaint                                          | 4119   | 0x1017       |
| NtUserEnsureDpiDepSysMetCacheForPlateau                 | 5126   | 0x1406       |
| NtUserEnumClipboardFormats                              | 5127   | 0x1407       |
| NtUserEnumDisplayDevices                                | 4324   | 0x10E4       |
| NtUserEnumDisplayMonitors                               | 4165   | 0x1045       |
| NtUserEnumDisplaySettings                               | 4352   | 0x1100       |
| NtUserEvent                                             | 5128   | 0x1408       |
| NtUserExcludeUpdateRgn                                  | 4171   | 0x104B       |
| NtUserFillWindow                                        | 4225   | 0x1081       |
| NtUserFindExistingCursorIcon                            | 4153   | 0x1039       |
| NtUserFindWindowEx                                      | 4199   | 0x1067       |
| NtUserFlashWindowEx                                     | 5129   | 0x1409       |
| NtUserForceEnableNumpadTranslation                      | 5130   | 0x140A       |
| NtUserForceWindowToDpiForTest                           | 5131   | 0x140B       |
| NtUserFrostCrashedWindow                                | 5132   | 0x140C       |
| NtUserFunctionalizeDisplayConfig                        | 5134   | 0x140E       |
| NtUserGetActiveProcessesDpis                            | 5135   | 0x140F       |
| NtUserGetAltTabInfo                                     | 4320   | 0x10E0       |
| NtUserGetAncestor                                       | 4260   | 0x10A4       |
| NtUserGetAppImeLevel                                    | 5136   | 0x1410       |
| NtUserGetAsyncKeyState                                  | 4159   | 0x103F       |
| NtUserGetAtomName                                       | 4252   | 0x109C       |
| NtUserGetAutoRotationState                              | 5137   | 0x1411       |
| NtUserGetCIMSSM                                         | 5138   | 0x1412       |
| NtUserGetCPD                                            | 4160   | 0x1040       |
| NtUserGetCaretBlinkTime                                 | 4321   | 0x10E1       |
| NtUserGetCaretPos                                       | 5139   | 0x1413       |
| NtUserGetClassIcoCur                                    | 5140   | 0x1414       |
| NtUserGetClassInfoEx                                    | 4267   | 0x10AB       |
| NtUserGetClassName                                      | 4212   | 0x1074       |
| NtUserGetClipCursor                                     | 5141   | 0x1415       |
| NtUserGetClipboardAccessToken                           | 5142   | 0x1416       |
| NtUserGetClipboardData                                  | 4326   | 0x10E6       |
| NtUserGetClipboardFormatName                            | 4310   | 0x10D6       |
| NtUserGetClipboardMetadata                              | 5143   | 0x1417       |
| NtUserGetClipboardOwner                                 | 4279   | 0x10B7       |
| NtUserGetClipboardSequenceNumber                        | 4176   | 0x1050       |
| NtUserGetClipboardViewer                                | 5144   | 0x1418       |
| NtUserGetComboBoxInfo                                   | 5145   | 0x1419       |
| NtUserGetControlBrush                                   | 4211   | 0x1073       |
| NtUserGetControlColor                                   | 4304   | 0x10D0       |
| NtUserGetCurrentDpiInfoForWindow                        | 5146   | 0x141A       |
| NtUserGetCurrentInputMessageSource                      | 5147   | 0x141B       |
| NtUserGetCursor                                         | 5148   | 0x141C       |
| NtUserGetCursorFrameInfo                                | 4319   | 0x10DF       |
| NtUserGetCursorInfo                                     | 5149   | 0x141D       |
| NtUserGetCursorPos                                      | 5150   | 0x141E       |
| NtUserGetDC                                             | 4104   | 0x1008       |
| NtUserGetDCEx                                           | 4234   | 0x108A       |
| NtUserGetDCompositionHwndBitmap                         | 5151   | 0x141F       |
| NtUserGetDManipHookInitFunction                         | 5152   | 0x1420       |
| NtUserGetDesktopID                                      | 5153   | 0x1421       |
| NtUserGetDesktopVisualTransform                         | 5154   | 0x1422       |
| NtUserGetDeviceChangeInfo                               | 5155   | 0x1423       |
| NtUserGetDisplayAutoRotationPreferences                 | 5156   | 0x1424       |
| NtUserGetDisplayAutoRotationPreferencesByProcessId      | 5157   | 0x1425       |
| NtUserGetDisplayConfigBufferSizes                       | 5158   | 0x1426       |
| NtUserGetDoubleClickTime                                | 4264   | 0x10A8       |
| NtUserGetDpiForCurrentProcess                           | 5159   | 0x1427       |
| NtUserGetDpiForMonitor                                  | 5160   | 0x1428       |
| NtUserGetExtendedPointerDeviceProperty                  | 5161   | 0x1429       |
| NtUserGetForegroundWindow                               | 4151   | 0x1037       |
| NtUserGetGUIThreadInfo                                  | 4332   | 0x10EC       |
| NtUserGetGestureConfig                                  | 5162   | 0x142A       |
| NtUserGetGestureExtArgs                                 | 5163   | 0x142B       |
| NtUserGetGestureInfo                                    | 5164   | 0x142C       |
| NtUserGetGuiResources                                   | 5165   | 0x142D       |
| NtUserGetHDevName                                       | 5166   | 0x142E       |
| NtUserGetHimetricScaleFactorFromPixelLocation           | 5167   | 0x142F       |
| NtUserGetIMEShowStatus                                  | 5168   | 0x1430       |
| NtUserGetIconInfo                                       | 4170   | 0x104A       |
| NtUserGetIconSize                                       | 4224   | 0x1080       |
| NtUserGetImeHotKey                                      | 5169   | 0x1431       |
| NtUserGetImeInfoEx                                      | 5170   | 0x1432       |
| NtUserGetInputContainerId                               | 5171   | 0x1433       |
| NtUserGetInputDesktop                                   | 5172   | 0x1434       |
| NtUserGetInputEvent                                     | 5173   | 0x1435       |
| NtUserGetInputLocaleInfo                                | 5174   | 0x1436       |
| NtUserGetInteractiveControlDeviceInfo                   | 5175   | 0x1437       |
| NtUserGetInteractiveControlInfo                         | 5176   | 0x1438       |
| NtUserGetInteractiveCtrlSupportedWaveforms              | 5177   | 0x1439       |
| NtUserGetInternalWindowPos                              | 5178   | 0x143A       |
| NtUserGetKeyNameText                                    | 5179   | 0x143B       |
| NtUserGetKeyState                                       | 4098   | 0x1002       |
| NtUserGetKeyboardLayout                                 | 5180   | 0x143C       |
| NtUserGetKeyboardLayoutList                             | 4179   | 0x1053       |
| NtUserGetKeyboardLayoutName                             | 5181   | 0x143D       |
| NtUserGetKeyboardState                                  | 4209   | 0x1071       |
| NtUserGetKeyboardType                                   | 5182   | 0x143E       |
| NtUserGetLayeredWindowAttributes                        | 5183   | 0x143F       |
| NtUserGetListBoxInfo                                    | 5184   | 0x1440       |
| NtUserGetMenuBarInfo                                    | 4275   | 0x10B3       |
| NtUserGetMenuIndex                                      | 5185   | 0x1441       |
| NtUserGetMenuItemRect                                   | 5186   | 0x1442       |
| NtUserGetMessage                                        | 4100   | 0x1004       |
| NtUserGetMessagePos                                     | 5187   | 0x1443       |
| NtUserGetMinuserIdForBaseWindow                         | 5188   | 0x1444       |
| NtUserGetModernAppWindow                                | 5189   | 0x1445       |
| NtUserGetMouseMovePointsEx                              | 5190   | 0x1446       |
| NtUserGetObjectInformation                              | 4197   | 0x1065       |
| NtUserGetOemBitmapSize                                  | 5191   | 0x1447       |
| NtUserGetOpenClipboardWindow                            | 4293   | 0x10C5       |
| NtUserGetOwnerTransformedMonitorRect                    | 4907   | 0x132B       |
| NtUserGetPhysicalDeviceRect                             | 5192   | 0x1448       |
| NtUserGetPointerCursorId                                | 5193   | 0x1449       |
| NtUserGetPointerDevice                                  | 5194   | 0x144A       |
| NtUserGetPointerDeviceCursors                           | 5195   | 0x144B       |
| NtUserGetPointerDeviceInputSpace                        | 5196   | 0x144C       |
| NtUserGetPointerDeviceOrientation                       | 5197   | 0x144D       |
| NtUserGetPointerDeviceProperties                        | 5198   | 0x144E       |
| NtUserGetPointerDeviceRects                             | 5199   | 0x144F       |
| NtUserGetPointerDevices                                 | 5200   | 0x1450       |
| NtUserGetPointerFrameTimes                              | 5201   | 0x1451       |
| NtUserGetPointerInfoList                                | 5202   | 0x1452       |
| NtUserGetPointerInputTransform                          | 5203   | 0x1453       |
| NtUserGetPointerProprietaryId                           | 5204   | 0x1454       |
| NtUserGetPointerType                                    | 5205   | 0x1455       |
| NtUserGetPrecisionTouchPadConfiguration                 | 5206   | 0x1456       |
| NtUserGetPriorityClipboardFormat                        | 5207   | 0x1457       |
| NtUserGetProcessDefaultLayout                           | 5208   | 0x1458       |
| NtUserGetProcessDpiAwarenessContext                     | 5209   | 0x1459       |
| NtUserGetProcessUIContextInformation                    | 5210   | 0x145A       |
| NtUserGetProcessWindowStation                           | 4127   | 0x101F       |
| NtUserGetProp                                           | 4108   | 0x100C       |
| NtUserGetQueueIocp                                      | 5211   | 0x145B       |
| NtUserGetQueueStatus                                    | 5212   | 0x145C       |
| NtUserGetQueueStatusReadonly                            | 5213   | 0x145D       |
| NtUserGetRawInputBuffer                                 | 5214   | 0x145E       |
| NtUserGetRawInputData                                   | 5215   | 0x145F       |
| NtUserGetRawInputDeviceInfo                             | 5216   | 0x1460       |
| NtUserGetRawInputDeviceList                             | 5217   | 0x1461       |
| NtUserGetRawPointerDeviceData                           | 5218   | 0x1462       |
| NtUserGetRegisteredRawInputDevices                      | 5219   | 0x1463       |
| NtUserGetRequiredCursorSizes                            | 5220   | 0x1464       |
| NtUserGetResizeDCompositionSynchronizationObject        | 5221   | 0x1465       |
| NtUserGetScrollBarInfo                                  | 4235   | 0x108B       |
| NtUserGetSendMessageReceiver                            | 5222   | 0x1466       |
| NtUserGetSharedWindowData                               | 5223   | 0x1467       |
| NtUserGetSysMenuOffset                                  | 5224   | 0x1468       |
| NtUserGetSystemContentRects                             | 5225   | 0x1469       |
| NtUserGetSystemDpiForProcess                            | 5226   | 0x146A       |
| NtUserGetSystemMenu                                     | 4187   | 0x105B       |
| NtUserGetThreadDesktop                                  | 4219   | 0x107B       |
| NtUserGetThreadState                                    | 4096   | 0x1000       |
| NtUserGetTitleBarInfo                                   | 4231   | 0x1087       |
| NtUserGetTopLevelWindow                                 | 5227   | 0x146B       |
| NtUserGetTouchInputInfo                                 | 5228   | 0x146C       |
| NtUserGetTouchValidationStatus                          | 5229   | 0x146D       |
| NtUserGetUniformSpaceMapping                            | 5230   | 0x146E       |
| NtUserGetUnpredictedMessagePos                          | 5231   | 0x146F       |
| NtUserGetUpdateRect                                     | 4174   | 0x104E       |
| NtUserGetUpdateRgn                                      | 4222   | 0x107E       |
| NtUserGetUpdatedClipboardFormats                        | 5232   | 0x1470       |
| NtUserGetWOWClass                                       | 5233   | 0x1471       |
| NtUserGetWinStationInfo                                 | 5234   | 0x1472       |
| NtUserGetWindowBand                                     | 5235   | 0x1473       |
| NtUserGetWindowCompositionAttribute                     | 5236   | 0x1474       |
| NtUserGetWindowCompositionInfo                          | 5237   | 0x1475       |
| NtUserGetWindowContextHelpId                            | 5238   | 0x1476       |
| NtUserGetWindowDC                                       | 4190   | 0x105E       |
| NtUserGetWindowDisplayAffinity                          | 5239   | 0x1477       |
| NtUserGetWindowFeedbackSetting                          | 5240   | 0x1478       |
| NtUserGetWindowMinimizeRect                             | 5241   | 0x1479       |
| NtUserGetWindowPlacement                                | 4290   | 0x10C2       |
| NtUserGetWindowProcessHandle                            | 5242   | 0x147A       |
| NtUserGetWindowRgnEx                                    | 5243   | 0x147B       |
| NtUserGetWindowThreadProcessId                          | 5244   | 0x147C       |
| NtUserGetWindowTrackInfoAsync                           | 5245   | 0x147D       |
| NtUserGhostWindowFromHungWindow                         | 5246   | 0x147E       |
| NtUserHandleDelegatedInput                              | 5247   | 0x147F       |
| NtUserHandleSystemThreadCreationFailure                 | 5248   | 0x1480       |
| NtUserHardErrorControl                                  | 5249   | 0x1481       |
| NtUserHideCaret                                         | 4125   | 0x101D       |
| NtUserHideCursorNoCapture                               | 5250   | 0x1482       |
| NtUserHidePointerContactVisualization                   | 5251   | 0x1483       |
| NtUserHiliteMenuItem                                    | 5252   | 0x1484       |
| NtUserHungWindowFromGhostWindow                         | 5253   | 0x1485       |
| NtUserHwndQueryRedirectionInfo                          | 5254   | 0x1486       |
| NtUserHwndSetRedirectionInfo                            | 5255   | 0x1487       |
| NtUserImpersonateDdeClientWindow                        | 5256   | 0x1488       |
| NtUserInheritWindowMonitor                              | 5257   | 0x1489       |
| NtUserInitAnsiOem                                       | 5258   | 0x148A       |
| NtUserInitRunThread                                     | 5259   | 0x148B       |
| NtUserInitThreadCoreMessagingIocp                       | 5260   | 0x148C       |
| NtUserInitialize                                        | 5261   | 0x148D       |
| NtUserInitializeClientPfnArrays                         | 5262   | 0x148E       |
| NtUserInitializeGenericHidInjection                     | 5263   | 0x148F       |
| NtUserInitializeInputDeviceInjection                    | 5264   | 0x1490       |
| NtUserInitializePointerDeviceInjection                  | 5265   | 0x1491       |
| NtUserInitializePointerDeviceInjectionEx                | 5266   | 0x1492       |
| NtUserInitializeTouchInjection                          | 5267   | 0x1493       |
| NtUserInjectDeviceInput                                 | 5268   | 0x1494       |
| NtUserInjectGenericHidInput                             | 5269   | 0x1495       |
| NtUserInjectGesture                                     | 5270   | 0x1496       |
| NtUserInjectKeyboardInput                               | 5271   | 0x1497       |
| NtUserInjectMouseInput                                  | 5272   | 0x1498       |
| NtUserInjectPointerInput                                | 5273   | 0x1499       |
| NtUserInjectTouchInput                                  | 5274   | 0x149A       |
| NtUserInteractiveControlQueryUsage                      | 5275   | 0x149B       |
| NtUserInternalGetWindowIcon                             | 5276   | 0x149C       |
| NtUserInternalGetWindowText                             | 4189   | 0x105D       |
| NtUserInternalToUnicode                                 | 5277   | 0x149D       |
| NtUserInvalidateRect                                    | 4099   | 0x1003       |
| NtUserInvalidateRgn                                     | 4278   | 0x10B6       |
| NtUserIsChildWindowDpiMessageEnabled                    | 5278   | 0x149E       |
| NtUserIsClipboardFormatAvailable                        | 4138   | 0x102A       |
| NtUserIsMouseInPointerEnabled                           | 5279   | 0x149F       |
| NtUserIsMouseInputEnabled                               | 5280   | 0x14A0       |
| NtUserIsNonClientDpiScalingEnabled                      | 5281   | 0x14A1       |
| NtUserIsResizeLayoutSynchronizationEnabled              | 5282   | 0x14A2       |
| NtUserIsTopLevelWindow                                  | 5283   | 0x14A3       |
| NtUserIsTouchWindow                                     | 5284   | 0x14A4       |
| NtUserIsWindowBroadcastingDpiToChildren                 | 5285   | 0x14A5       |
| NtUserIsWindowGDIScaledDpiMessageEnabled                | 5286   | 0x14A6       |
| NtUserKillSystemTimer                                   | 5287   | 0x14A7       |
| NtUserKillTimer                                         | 4121   | 0x1019       |
| NtUserLW_LoadFonts                                      | 5288   | 0x14A8       |
| NtUserLayoutCompleted                                   | 5289   | 0x14A9       |
| NtUserLinkDpiCursor                                     | 5290   | 0x14AA       |
| NtUserLoadCursorsAndIcons                               | 5291   | 0x14AB       |
| NtUserLoadKeyboardLayoutEx                              | 5292   | 0x14AC       |
| NtUserLoadUserApiHook                                   | 5293   | 0x14AD       |
| NtUserLockCursor                                        | 5294   | 0x14AE       |
| NtUserLockSetForegroundWindow                           | 5295   | 0x14AF       |
| NtUserLockWindowStation                                 | 5296   | 0x14B0       |
| NtUserLockWindowUpdate                                  | 4339   | 0x10F3       |
| NtUserLockWorkStation                                   | 5297   | 0x14B1       |
| NtUserLogicalToPerMonitorDPIPhysicalPoint               | 5298   | 0x14B2       |
| NtUserLogicalToPhysicalDpiPointForWindow                | 5299   | 0x14B3       |
| NtUserLogicalToPhysicalPoint                            | 5300   | 0x14B4       |
| NtUserMNDragLeave                                       | 5301   | 0x14B5       |
| NtUserMNDragOver                                        | 5302   | 0x14B6       |
| NtUserMagControl                                        | 5303   | 0x14B7       |
| NtUserMagGetContextInformation                          | 5304   | 0x14B8       |
| NtUserMagSetContextInformation                          | 5305   | 0x14B9       |
| NtUserMapDesktopObject                                  | 5306   | 0x14BA       |
| NtUserMapPointsByVisualIdentifier                       | 5307   | 0x14BB       |
| NtUserMapVirtualKeyEx                                   | 4181   | 0x1055       |
| NtUserMarkWindowForRawMouse                             | 5308   | 0x14BC       |
| NtUserMenuItemFromPoint                                 | 5309   | 0x14BD       |
| NtUserMessageBeep                                       | 5310   | 0x14BE       |
| NtUserMessageCall                                       | 4101   | 0x1005       |
| NtUserMinInitialize                                     | 5311   | 0x14BF       |
| NtUserMinMaximize                                       | 5312   | 0x14C0       |
| NtUserModifyUserStartupInfoFlags                        | 4346   | 0x10FA       |
| NtUserModifyWindowTouchCapability                       | 5313   | 0x14C1       |
| NtUserMoveWindow                                        | 4184   | 0x1058       |
| NtUserMsgWaitForMultipleObjectsEx                       | 5314   | 0x14C2       |
| NtUserNavigateFocus                                     | 5315   | 0x14C3       |
| NtUserNlsKbdSendIMENotification                         | 5316   | 0x14C4       |
| NtUserNotifyIMEStatus                                   | 5317   | 0x14C5       |
| NtUserNotifyOverlayWindow                               | 5318   | 0x14C6       |
| NtUserNotifyProcessCreate                               | 4229   | 0x1085       |
| NtUserNotifyWinEvent                                    | 4136   | 0x1028       |
| NtUserOpenClipboard                                     | 4285   | 0x10BD       |
| NtUserOpenDesktop                                       | 4250   | 0x109A       |
| NtUserOpenInputDesktop                                  | 5319   | 0x14C7       |
| NtUserOpenThreadDesktop                                 | 5320   | 0x14C8       |
| NtUserOpenWindowStation                                 | 4247   | 0x1097       |
| NtUserPaintDesktop                                      | 4353   | 0x1101       |
| NtUserPaintMenuBar                                      | 4315   | 0x10DB       |
| NtUserPaintMonitor                                      | 5321   | 0x14C9       |
| NtUserPeekMessage                                       | 4097   | 0x1001       |
| NtUserPerMonitorDPIPhysicalToLogicalPoint               | 5322   | 0x14CA       |
| NtUserPhysicalToLogicalDpiPointForWindow                | 5323   | 0x14CB       |
| NtUserPhysicalToLogicalPoint                            | 5324   | 0x14CC       |
| NtUserPlayEventSound                                    | 5325   | 0x14CD       |
| NtUserPostKeyboardInputMessage                          | 5326   | 0x14CE       |
| NtUserPostMessage                                       | 4109   | 0x100D       |
| NtUserPostQuitMessage                                   | 5327   | 0x14CF       |
| NtUserPostThreadMessage                                 | 4185   | 0x1059       |
| NtUserPrepareForLogoff                                  | 5328   | 0x14D0       |
| NtUserPrintWindow                                       | 5329   | 0x14D1       |
| NtUserProcessConnect                                    | 4323   | 0x10E3       |
| NtUserProcessInkFeedbackCommand                         | 5330   | 0x14D2       |
| NtUserPromoteMouseInPointer                             | 5331   | 0x14D3       |
| NtUserPromotePointer                                    | 5332   | 0x14D4       |
| NtUserQueryBSDRWindow                                   | 5333   | 0x14D5       |
| NtUserQueryDisplayConfig                                | 5334   | 0x14D6       |
| NtUserQueryInformationThread                            | 5335   | 0x14D7       |
| NtUserQueryInputContext                                 | 5336   | 0x14D8       |
| NtUserQuerySendMessage                                  | 5337   | 0x14D9       |
| NtUserQueryWindow                                       | 4110   | 0x100E       |
| NtUserRealChildWindowFromPoint                          | 5338   | 0x14DA       |
| NtUserRealInternalGetMessage                            | 4311   | 0x10D7       |
| NtUserRealWaitMessageEx                                 | 5339   | 0x14DB       |
| NtUserRealizePalette                                    | 5340   | 0x14DC       |
| NtUserReassociateQueueEventCompletionPacket             | 5341   | 0x14DD       |
| NtUserRedrawFrame                                       | 5342   | 0x14DE       |
| NtUserRedrawFrameAndHook                                | 5343   | 0x14DF       |
| NtUserRedrawTitle                                       | 5344   | 0x14E0       |
| NtUserRedrawWindow                                      | 4113   | 0x1011       |
| NtUserRegisterBSDRWindow                                | 5345   | 0x14E1       |
| NtUserRegisterClassExWOW                                | 4258   | 0x10A2       |
| NtUserRegisterDManipHook                                | 5346   | 0x14E2       |
| NtUserRegisterEdgy                                      | 5347   | 0x14E3       |
| NtUserRegisterErrorReportingDialog                      | 5348   | 0x14E4       |
| NtUserRegisterForCustomDockTargets                      | 5349   | 0x14E5       |
| NtUserRegisterForTooltipDismissNotification             | 5350   | 0x14E6       |
| NtUserRegisterGhostWindow                               | 5351   | 0x14E7       |
| NtUserRegisterHotKey                                    | 5352   | 0x14E8       |
| NtUserRegisterLPK                                       | 5353   | 0x14E9       |
| NtUserRegisterLogonProcess                              | 5354   | 0x14EA       |
| NtUserRegisterManipulationThread                        | 5355   | 0x14EB       |
| NtUserRegisterPointerDeviceNotifications                | 5356   | 0x14EC       |
| NtUserRegisterPointerInputTarget                        | 5357   | 0x14ED       |
| NtUserRegisterRawInputDevices                           | 5358   | 0x14EE       |
| NtUserRegisterServicesProcess                           | 5359   | 0x14EF       |
| NtUserRegisterSessionPort                               | 5360   | 0x14F0       |
| NtUserRegisterShellHookWindow                           | 5361   | 0x14F1       |
| NtUserRegisterShellPTPListener                          | 5362   | 0x14F2       |
| NtUserRegisterSiblingFrostWindow                        | 5363   | 0x14F3       |
| NtUserRegisterSystemThread                              | 5364   | 0x14F4       |
| NtUserRegisterTasklist                                  | 5365   | 0x14F5       |
| NtUserRegisterTouchHitTestingWindow                     | 5366   | 0x14F6       |
| NtUserRegisterTouchPadCapable                           | 5367   | 0x14F7       |
| NtUserRegisterUserApiHook                               | 5368   | 0x14F8       |
| NtUserRegisterWindowArrangementCallout                  | 5369   | 0x14F9       |
| NtUserRegisterWindowMessage                             | 4146   | 0x1032       |
| NtUserReleaseCapture                                    | 5370   | 0x14FA       |
| NtUserReleaseDC                                         | 5371   | 0x14FB       |
| NtUserReleaseDwmHitTestWaiters                          | 5372   | 0x14FC       |
| NtUserRemoteConnect                                     | 5373   | 0x14FD       |
| NtUserRemoteConnectState                                | 5374   | 0x14FE       |
| NtUserRemoteConsoleShadowStop                           | 5375   | 0x14FF       |
| NtUserRemoteDisconnect                                  | 5376   | 0x1500       |
| NtUserRemoteNotify                                      | 5377   | 0x1501       |
| NtUserRemotePassthruDisable                             | 5378   | 0x1502       |
| NtUserRemotePassthruEnable                              | 5379   | 0x1503       |
| NtUserRemoteReconnect                                   | 5380   | 0x1504       |
| NtUserRemoteRedrawRectangle                             | 5381   | 0x1505       |
| NtUserRemoteRedrawScreen                                | 5382   | 0x1506       |
| NtUserRemoteShadowCleanup                               | 5383   | 0x1507       |
| NtUserRemoteShadowSetup                                 | 5384   | 0x1508       |
| NtUserRemoteShadowStart                                 | 5385   | 0x1509       |
| NtUserRemoteShadowStop                                  | 5386   | 0x150A       |
| NtUserRemoteStopScreenUpdates                           | 5387   | 0x150B       |
| NtUserRemoteThinwireStats                               | 5388   | 0x150C       |
| NtUserRemoveClipboardFormatListener                     | 5389   | 0x150D       |
| NtUserRemoveInjectionDevice                             | 5390   | 0x150E       |
| NtUserRemoveMenu                                        | 4327   | 0x10E7       |
| NtUserRemoveProp                                        | 4161   | 0x1041       |
| NtUserRemoveQueueCompletion                             | 5391   | 0x150F       |
